"Date","State","City","Cause","Description","Gender","Age","Age demographic","MFI","Disability","Residential building type","Smoke alarms","Media URL"
"01/22/2018","NY","Smyrna","Under investigation","A 1-year-old boy, a 10-year-old girl and their 33-year-old mother died in a camper fire.","Female","33","Unknown","3 of 3","N","Camper/RV/travel trailer","Not reported","http://www.latimes.com/sns-bc-ny--fire-three-dead-20180122-story.html"
"01/20/2018","NY","Amityville (Suffolk County)","Under investigation","A 43-year-old woman died in a house fire.","Female","43","Unknown","","N","1 & 2 family
","Not reported","https://patch.com/new-york/lindenhurst/icymi-woman-killed-suffolk-county-house-fire"
"01/18/2018","NY","Yorkville","Under investigation","A 7-year-old girl and her 41-year-old mother died in an apartment fire.","Female","7","Children (14 and under)","1 of 2","N","Multifamily","Not reported","http://www.uticaod.com/news/20180123/2nd-victim-dies-after-yorkville-fire"
"01/18/2018","NY","Yorkville","Under investigation","A 7-year-old girl and her 41-year-old mother died in an apartment fire.","Female","41","Unknown","2 of 2","N","Multifamily","Not reported","http://www.uticaod.com/news/20180123/2nd-victim-dies-after-yorkville-fire"
"01/18/2018","NY","Jamestown","Other heat
","A 74-year-old man died in a house fire.","Male","74","Older adults (65 and older)","","N","1 & 2 family
","Not reported","http://www.post-journal.com/news/page-one/2018/01/space-heaters-likely-cause-of-fire-that-kills-city-man/"
"01/14/2018","NY","Bronx","Under investigation","A 62-year-old man and a 13-year-old girl died in an apartment fire","Male","62","Unknown","1 of 2","N","Not reported","Not reported","https://nypost.com/2018/01/14/fatal-fire-kills-teenager-and-man-in-the-bronx/"
"01/14/2018","NY","Bronx","Under investigation","A 62-year-old man and a 13-year-old girl died in an apartment fire","Female","13","Unknown","2 of 2","N","Not reported","Not reported","https://nypost.com/2018/01/14/fatal-fire-kills-teenager-and-man-in-the-bronx/"
"01/12/2018","NY","Queens","Under investigation","A 91-year-old woman died in an apartment fire","Female","91","Older adults (65 and older)","","N","Multifamily","Not reported","http://lipsig.com/queens-ethel-davis-killed-in-apartment-fire-after-police-officer-abandoned-her-in-rockaway-beach-hallway/"
"01/11/2018","NY","Philipstown","Under investigation","A 52-year-old woman died in a group home","Female","52","Unknown","","N","Multifamily","Not reported","https://patch.com/new-york/southeast/group-home-fire-kills-one-putnam"
"01/08/2018","NY","North Amityville","Under investigation","A man died in a house fire","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","http://abc7ny.com/1-dead-2-injured-in-north-amityville-fire/2911849"
"01/07/2018","NY","Queens","Under investigation","A 60-year-old woman died in a house fire.","Female","60","Unknown","","N","1 & 2 family
","Not reported","https://www.amny.com/news/queens-fatal-fire-firefighter-1.15968444"
"01/04/2018","NY","Wallkill","Under investigation","An 87-year-old man died in a house fire.","Male","87","Older adults (65 and older)","","N","1 & 2 family
","Not reported","http://hudsonvalleynewsnetwork.com/2018/01/05/man-87-dies-wallkill-house-fire/"
"01/01/2018","NY","Warwick","Under investigation","A 69-year-old woman died in a house fire","Female","69","Older adults (65 and older)","","N","1 & 2 family
","Not reported","http://westchester.news12.com/story/37169654/orange-county-woman-killed-in-house-fire"
"12/30/2017","NY","Amityville","Under investigation","A 43-year-old woman died in a house fire","Female","43","Unknown","","N","1 & 2 family
","Not reported","http://pix11.com/2017/12/30/one-dead-one-injured-in-amityville-house-fire-police/"
"12/30/2017","NY","Mount Vernon","Under investigation","A man died in abandoned house fire","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.nbcnewyork.com/news/local/Fire-in-Abandoned-NY-Home-Kills-1-Officials-Mount-Vernon-Union-Avenue-467405293.html"
"12/29/2017","NY","Brooklyn","Under investigation","A 79-year-old woman and a 76-year-old man died in an apartment fire.","Female","79","Older adults (65 and older)","1 of 2","N","Multifamily","Not reported","http://www.nydailynews.com/new-york/brooklyn/fire-brooklyn-brownstone-kills-article-1.3725314"
"12/29/2017","NY","Brooklyn","Under investigation","A 79-year-old woman and a 76-year-old man died in an apartment fire.","Male","76","Older adults (65 and older)","2 of 2","N","Multifamily","Not reported","http://www.nydailynews.com/new-york/brooklyn/fire-brooklyn-brownstone-kills-article-1.3725314"
"12/28/2017","NY","Bronx","Under investigation","Thirteen people died in an apartment fire. The victims are comprised of: 1) 7-month-old girl; 2) 48-year-old woman; 3) 48-year-old man; 4) 28-year-old man; 5) 54-year-old man; 6) 49-year-old man ; 7) man (age unknown); 8) 17-year-old girl; 9) 19-year-old woman; 10) 37-year-old woman; 11) 2-year-old girl; 12) 58-year-old woman; and 13) 27-year-old man.","Male","Unknown","Unknown","1 of 13","N","Multifamily","Not reported","https://www.nytimes.com/2018/01/04/nyregion/bronx-fire-claims-13th-victim.html"
"12/28/2017","NY","Bronx","Under investigation","Thirteen people died in an apartment fire. The victims are comprised of: 1) 7-month-old girl; 2) 48-year-old woman; 3) 48-year-old man; 4) 28-year-old man; 5) 54-year-old man; 6) 49-year-old man ; 7) man (age unknown); 8) 17-year-old girl; 9) 19-year-old woman; 10) 37-year-old woman; 11) 2-year-old girl; 12) 58-year-old woman; and 13) 27-year-old man.","Female","37","Unknown","2 of 13","N","Multifamily","Not reported","https://www.nytimes.com/2018/01/04/nyregion/bronx-fire-claims-13th-victim.html"
"12/28/2017","NY","Bronx","Under investigation","Thirteen people died in an apartment fire. The victims are comprised of: 1) 7-month-old girl; 2) 48-year-old woman; 3) 48-year-old man; 4) 28-year-old man; 5) 54-year-old man; 6) 49-year-old man ; 7) man (age unknown); 8) 17-year-old girl; 9) 19-year-old woman; 10) 37-year-old woman; 11) 2-year-old girl; 12) 58-year-old woman; and 13) 27-year-old man.","Female","48","Unknown","3 of 13","N","Multifamily","Not reported","https://www.nytimes.com/2018/01/04/nyregion/bronx-fire-claims-13th-victim.html"
"12/28/2017","NY","Bronx","Under investigation","Thirteen people died in an apartment fire. The victims are comprised of: 1) 7-month-old girl; 2) 48-year-old woman; 3) 48-year-old man; 4) 28-year-old man; 5) 54-year-old man; 6) 49-year-old man ; 7) man (age unknown); 8) 17-year-old girl; 9) 19-year-old woman; 10) 37-year-old woman; 11) 2-year-old girl; 12) 58-year-old woman; and 13) 27-year-old man.","Male","54","Unknown","4 of 13","N","Multifamily","Not reported","https://www.nytimes.com/2018/01/04/nyregion/bronx-fire-claims-13th-victim.html"
"12/28/2017","NY","Bronx","Under investigation","Thirteen people died in an apartment fire. The victims are comprised of: 1) 7-month-old girl; 2) 48-year-old woman; 3) 48-year-old man; 4) 28-year-old man; 5) 54-year-old man; 6) 49-year-old man ; 7) man (age unknown); 8) 17-year-old girl; 9) 19-year-old woman; 10) 37-year-old woman; 11) 2-year-old girl; 12) 58-year-old woman; and 13) 27-year-old man.","Female","58","Unknown","5 of 13","N","Multifamily","Not reported","https://www.nytimes.com/2018/01/04/nyregion/bronx-fire-claims-13th-victim.html"
"12/28/2017","NY","Bronx","Under investigation","Thirteen people died in an apartment fire. The victims are comprised of: 1) 7-month-old girl; 2) 48-year-old woman; 3) 48-year-old man; 4) 28-year-old man; 5) 54-year-old man; 6) 49-year-old man ; 7) man (age unknown); 8) 17-year-old girl; 9) 19-year-old woman; 10) 37-year-old woman; 11) 2-year-old girl; 12) 58-year-old woman; and 13) 27-year-old man.","Female","19","Unknown","6 of 13","N","Multifamily","Not reported","https://www.nytimes.com/2018/01/04/nyregion/bronx-fire-claims-13th-victim.html"
"12/28/2017","NY","Bronx","Under investigation","Thirteen people died in an apartment fire. The victims are comprised of: 1) 7-month-old girl; 2) 48-year-old woman; 3) 48-year-old man; 4) 28-year-old man; 5) 54-year-old man; 6) 49-year-old man ; 7) man (age unknown); 8) 17-year-old girl; 9) 19-year-old woman; 10) 37-year-old woman; 11) 2-year-old girl; 12) 58-year-old woman; and 13) 27-year-old man.","Male","48","Unknown","7 of 13","N","Multifamily","Not reported","https://www.nytimes.com/2018/01/04/nyregion/bronx-fire-claims-13th-victim.html"
"12/28/2017","NY","Bronx","Under investigation","Thirteen people died in an apartment fire. The victims are comprised of: 1) 7-month-old girl; 2) 48-year-old woman; 3) 48-year-old man; 4) 28-year-old man; 5) 54-year-old man; 6) 49-year-old man ; 7) man (age unknown); 8) 17-year-old girl; 9) 19-year-old woman; 10) 37-year-old woman; 11) 2-year-old girl; 12) 58-year-old woman; and 13) 27-year-old man.","Female","1","Children (14 and under)","8 of 13","N","Multifamily","Not reported","https://www.nytimes.com/2018/01/04/nyregion/bronx-fire-claims-13th-victim.html"
"12/28/2017","NY","Bronx","Under investigation","Thirteen people died in an apartment fire. The victims are comprised of: 1) 7-month-old girl; 2) 48-year-old woman; 3) 48-year-old man; 4) 28-year-old man; 5) 54-year-old man; 6) 49-year-old man ; 7) man (age unknown); 8) 17-year-old girl; 9) 19-year-old woman; 10) 37-year-old woman; 11) 2-year-old girl; 12) 58-year-old woman; and 13) 27-year-old man.","Male","49","Unknown","9 of 13","N","Multifamily","Not reported","https://www.nytimes.com/2018/01/04/nyregion/bronx-fire-claims-13th-victim.html"
"12/28/2017","NY","Bronx","Under investigation","Thirteen people died in an apartment fire. The victims are comprised of: 1) 7-month-old girl; 2) 48-year-old woman; 3) 48-year-old man; 4) 28-year-old man; 5) 54-year-old man; 6) 49-year-old man ; 7) man (age unknown); 8) 17-year-old girl; 9) 19-year-old woman; 10) 37-year-old woman; 11) 2-year-old girl; 12) 58-year-old woman; and 13) 27-year-old man.","Male","28","Unknown","10 of 13","N","Multifamily","Not reported","https://www.nytimes.com/2018/01/04/nyregion/bronx-fire-claims-13th-victim.html"
"12/28/2017","NY","Bronx","Under investigation","Thirteen people died in an apartment fire. The victims are comprised of: 1) 7-month-old girl; 2) 48-year-old woman; 3) 48-year-old man; 4) 28-year-old man; 5) 54-year-old man; 6) 49-year-old man ; 7) man (age unknown); 8) 17-year-old girl; 9) 19-year-old woman; 10) 37-year-old woman; 11) 2-year-old girl; 12) 58-year-old woman; and 13) 27-year-old man.","Female","2","Children (14 and under)","11 of 13","N","Multifamily","Not reported","https://www.nytimes.com/2018/01/04/nyregion/bronx-fire-claims-13th-victim.html"
"12/28/2017","NY","Bronx","Under investigation","Thirteen people died in an apartment fire. The victims are comprised of: 1) 7-month-old girl; 2) 48-year-old woman; 3) 48-year-old man; 4) 28-year-old man; 5) 54-year-old man; 6) 49-year-old man ; 7) man (age unknown); 8) 17-year-old girl; 9) 19-year-old woman; 10) 37-year-old woman; 11) 2-year-old girl; 12) 58-year-old woman; and 13) 27-year-old man.","Female","17","Children (14 and under)","12 of 13","N","Multifamily","Not reported","https://www.nytimes.com/2018/01/04/nyregion/bronx-fire-claims-13th-victim.html"
"12/28/2017","NY","Bronx","Under investigation","Thirteen people died in an apartment fire. The victims are comprised of: 1) 7-month-old girl; 2) 48-year-old woman; 3) 48-year-old man; 4) 28-year-old man; 5) 54-year-old man; 6) 49-year-old man ; 7) man (age unknown); 8) 17-year-old girl; 9) 19-year-old woman; 10) 37-year-old woman; 11) 2-year-old girl; 12) 58-year-old woman; and 13) 27-year-old man.","Male","27","Unknown","13 of 13","N","Multifamily","Not reported","https://www.nytimes.com/2018/01/04/nyregion/bronx-fire-claims-13th-victim.html"
"12/27/2017","NY","Newfield","Under investigation","Two people died in a mobile home fire.","Unknown","Unknown","Unknown","1 of 2","N","1 & 2 family mobile","Not reported","http://www.ithacajournal.com/story/news/2017/12/28/fire-kills-two-newfield-trailer-home-destroyed/986933001/"
"12/27/2017","NY","Newfield","Under investigation","Two people died in a mobile home fire.","Unknown","Unknown","Unknown","2 of 2","N","1 & 2 family mobile","Not reported","http://www.ithacajournal.com/story/news/2017/12/28/fire-kills-two-newfield-trailer-home-destroyed/986933001/"
"12/26/2017","NY","Guilderland","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","Not reported","Not reported","http://wnyt.com/news/house-fire-church-road-guilderland-albany-county/4721312/"
"12/26/2017","NY","Somers","Under investigation","A 46-year-old woman died in a house fire.","Female","46","Unknown","","N","1 & 2 family
","Not reported","http://pix11.com/2017/12/26/woman-dead-in-westchester-county-fire-police/"
"12/25/2017","NY","New York City","Under investigation","A 76-year-old man died in an apartment fire","Male","76","Unknown","","N","Multifamily","Not reported","http://abcnews.go.com/US/wireStory/man-killed-york-high-rise-apartment-building-fire-51989398"
"12/19/2017","NY","Queens","Under investigation","A 52-year-old man died in a house fire.","Male","52","Unknown","","N","1 & 2 family
","Not reported","https://www.nbcnewyork.com/news/local/fatal-fire-queens-new-york-nyc-465322873.html"
"12/19/2017","NY","Stockholm","Under investigation","A 55-year-old man, 5-year-old girl, 6 year-old girl and 14-year-old girl died in a house fire.","Male","55","Unknown","1 of 4","N","1 & 2 family mobile","Not reported","http://www.wbng.com/story/37101305/police-man-3-children-trapped-in-house-fire-have-died"
